ID,duration,wav,wav_format,wav_opts
speech-librivox-0000_77,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_77.wav,wav,
speech-librivox-0000_78,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_78.wav,wav,
speech-librivox-0000_79,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_79.wav,wav,
speech-librivox-0000_80,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_80.wav,wav,
speech-librivox-0000_81,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_81.wav,wav,
speech-librivox-0000_82,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_82.wav,wav,
speech-librivox-0000_83,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_83.wav,wav,
speech-librivox-0000_84,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_84.wav,wav,
speech-librivox-0000_85,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_85.wav,wav,
speech-librivox-0000_86,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_86.wav,wav,
speech-librivox-0000_87,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0000_87.wav,wav,
speech-librivox-0001_0,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_0.wav,wav,
speech-librivox-0001_1,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_1.wav,wav,
speech-librivox-0001_2,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_2.wav,wav,
speech-librivox-0001_3,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_3.wav,wav,
speech-librivox-0001_4,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_4.wav,wav,
speech-librivox-0001_5,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_5.wav,wav,
speech-librivox-0001_6,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_6.wav,wav,
speech-librivox-0001_7,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_7.wav,wav,
speech-librivox-0001_8,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_8.wav,wav,
speech-librivox-0001_9,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_9.wav,wav,
speech-librivox-0001_10,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_10.wav,wav,
speech-librivox-0001_11,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_11.wav,wav,
speech-librivox-0001_12,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_12.wav,wav,
speech-librivox-0001_13,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_13.wav,wav,
speech-librivox-0001_14,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0001_14.wav,wav,
speech-librivox-0002_0,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_0.wav,wav,
speech-librivox-0002_1,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_1.wav,wav,
speech-librivox-0002_2,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_2.wav,wav,
speech-librivox-0002_3,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_3.wav,wav,
speech-librivox-0002_4,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_4.wav,wav,
speech-librivox-0002_5,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_5.wav,wav,
speech-librivox-0002_6,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_6.wav,wav,
speech-librivox-0002_7,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_7.wav,wav,
speech-librivox-0002_8,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_8.wav,wav,
speech-librivox-0002_9,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_9.wav,wav,
speech-librivox-0002_10,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_10.wav,wav,
speech-librivox-0002_11,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_11.wav,wav,
speech-librivox-0002_12,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_12.wav,wav,
speech-librivox-0002_13,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_13.wav,wav,
speech-librivox-0002_14,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_14.wav,wav,
speech-librivox-0002_15,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_15.wav,wav,
speech-librivox-0002_16,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_16.wav,wav,
speech-librivox-0002_17,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_17.wav,wav,
speech-librivox-0002_18,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_18.wav,wav,
speech-librivox-0002_19,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_19.wav,wav,
speech-librivox-0002_20,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_20.wav,wav,
speech-librivox-0002_21,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_21.wav,wav,
speech-librivox-0002_22,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_22.wav,wav,
speech-librivox-0002_23,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_23.wav,wav,
speech-librivox-0002_24,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_24.wav,wav,
speech-librivox-0002_25,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_25.wav,wav,
speech-librivox-0002_26,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_26.wav,wav,
speech-librivox-0002_27,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_27.wav,wav,
speech-librivox-0002_28,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_28.wav,wav,
speech-librivox-0002_29,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_29.wav,wav,
speech-librivox-0002_30,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_30.wav,wav,
speech-librivox-0002_31,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_31.wav,wav,
speech-librivox-0002_32,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_32.wav,wav,
speech-librivox-0002_33,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_33.wav,wav,
speech-librivox-0002_34,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_34.wav,wav,
speech-librivox-0002_35,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_35.wav,wav,
speech-librivox-0002_36,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_36.wav,wav,
speech-librivox-0002_37,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_37.wav,wav,
speech-librivox-0002_38,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_38.wav,wav,
speech-librivox-0002_39,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_39.wav,wav,
speech-librivox-0002_40,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_40.wav,wav,
speech-librivox-0002_41,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_41.wav,wav,
speech-librivox-0002_42,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_42.wav,wav,
speech-librivox-0002_43,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_43.wav,wav,
speech-librivox-0002_44,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_44.wav,wav,
speech-librivox-0002_45,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_45.wav,wav,
speech-librivox-0002_46,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_46.wav,wav,
speech-librivox-0002_47,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_47.wav,wav,
speech-librivox-0002_48,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_48.wav,wav,
speech-librivox-0002_49,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0002_49.wav,wav,
speech-librivox-0003_0,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_0.wav,wav,
speech-librivox-0003_1,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_1.wav,wav,
speech-librivox-0003_2,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_2.wav,wav,
speech-librivox-0003_3,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_3.wav,wav,
speech-librivox-0003_4,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_4.wav,wav,
speech-librivox-0003_5,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_5.wav,wav,
speech-librivox-0003_6,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_6.wav,wav,
speech-librivox-0003_7,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_7.wav,wav,
speech-librivox-0003_8,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_8.wav,wav,
speech-librivox-0003_9,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_9.wav,wav,
speech-librivox-0003_10,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_10.wav,wav,
speech-librivox-0003_11,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_11.wav,wav,
speech-librivox-0003_12,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_12.wav,wav,
speech-librivox-0003_13,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_13.wav,wav,
speech-librivox-0003_14,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_14.wav,wav,
speech-librivox-0003_15,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_15.wav,wav,
speech-librivox-0003_16,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_16.wav,wav,
speech-librivox-0003_17,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_17.wav,wav,
speech-librivox-0003_18,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_18.wav,wav,
speech-librivox-0003_19,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_19.wav,wav,
speech-librivox-0003_20,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_20.wav,wav,
speech-librivox-0003_21,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_21.wav,wav,
speech-librivox-0003_22,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_22.wav,wav,
speech-librivox-0003_23,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_23.wav,wav,
speech-librivox-0003_24,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_24.wav,wav,
speech-librivox-0003_25,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_25.wav,wav,
speech-librivox-0003_26,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_26.wav,wav,
speech-librivox-0003_27,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_27.wav,wav,
speech-librivox-0003_28,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_28.wav,wav,
speech-librivox-0003_29,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_29.wav,wav,
speech-librivox-0003_30,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_30.wav,wav,
speech-librivox-0003_31,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_31.wav,wav,
speech-librivox-0003_32,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_32.wav,wav,
speech-librivox-0003_33,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_33.wav,wav,
speech-librivox-0003_34,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_34.wav,wav,
speech-librivox-0003_35,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_35.wav,wav,
speech-librivox-0003_36,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_36.wav,wav,
speech-librivox-0003_37,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_37.wav,wav,
speech-librivox-0003_38,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_38.wav,wav,
speech-librivox-0003_39,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_39.wav,wav,
speech-librivox-0003_40,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_40.wav,wav,
speech-librivox-0003_41,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_41.wav,wav,
speech-librivox-0003_42,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_42.wav,wav,
speech-librivox-0003_43,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_43.wav,wav,
speech-librivox-0003_44,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_44.wav,wav,
speech-librivox-0003_45,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0003_45.wav,wav,
speech-librivox-0004_0,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_0.wav,wav,
speech-librivox-0004_1,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_1.wav,wav,
speech-librivox-0004_2,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_2.wav,wav,
speech-librivox-0004_3,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_3.wav,wav,
speech-librivox-0004_4,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_4.wav,wav,
speech-librivox-0004_5,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_5.wav,wav,
speech-librivox-0004_6,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_6.wav,wav,
speech-librivox-0004_7,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_7.wav,wav,
speech-librivox-0004_8,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_8.wav,wav,
speech-librivox-0004_9,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_9.wav,wav,
speech-librivox-0004_10,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_10.wav,wav,
speech-librivox-0004_11,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_11.wav,wav,
speech-librivox-0004_12,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_12.wav,wav,
speech-librivox-0004_13,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_13.wav,wav,
speech-librivox-0004_14,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_14.wav,wav,
speech-librivox-0004_15,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_15.wav,wav,
speech-librivox-0004_16,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_16.wav,wav,
speech-librivox-0004_17,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_17.wav,wav,
speech-librivox-0004_18,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0004_18.wav,wav,
